interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
FGF9_FGFR1,FGF,FGF9,FGFR1,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF9_FGFR2,FGF,FGF9,FGFR2,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF9_FGFR3,FGF,FGF9,FGFR3,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF9_FGFR4,FGF,FGF9,FGFR4,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF20_FGFR1,FGF,FGF20,FGFR1,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF20_FGFR2,FGF,FGF20,FGFR2,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF20_FGFR3,FGF,FGF20,FGFR3,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF20_FGFR4,FGF,FGF20,FGFR4,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF16_FGFR1,FGF,FGF16,FGFR1,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF16_FGFR2,FGF,FGF16,FGFR2,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF16_FGFR3,FGF,FGF16,FGFR3,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF16_FGFR4,FGF,FGF16,FGFR4,,,,IL17RD,Secreted Signaling,CellChatDB v1
FGF15_FGFR1,FGF,FGF19,FGFR1,,,KLB,,Secreted Signaling,CellChatDB v1
FGF15_FGFR2,FGF,FGF19,FGFR2,,,KLB,,Secreted Signaling,CellChatDB v1
FGF15_FGFR3,FGF,FGF19,FGFR3,,,KLB,,Secreted Signaling,CellChatDB v1
FGF15_FGFR4,FGF,FGF19,FGFR4,,,KLB,,Secreted Signaling,CellChatDB v1
FGF21_FGFR1,FGF,FGF21,FGFR1,,,KLB,,Secreted Signaling,CellChatDB v1
FGF21_FGFR3,FGF,FGF21,FGFR3,,,KLB,,Secreted Signaling,CellChatDB v1
FGF23_FGFR1,FGF,FGF23,FGFR1,,,KL,,Secreted Signaling,CellChatDB v1
FGF23_FGFR3,FGF,FGF23,FGFR3,,,KL,,Secreted Signaling,CellChatDB v1
FGF23_FGFR4,FGF,FGF23,FGFR4,,,KL,,Secreted Signaling,CellChatDB v1
PDGFA_PDGFRA,PDGF,PDGFA,PDGFRA,,SPARC,,,Secreted Signaling,CellChatDB v1
PDGFA_PDGFRB,PDGF,PDGFA,PDGFRB,,SPARC,,,Secreted Signaling,CellChatDB v1
PDGFB_PDGFRA,PDGF,PDGFB,PDGFRA,,SPARC,,,Secreted Signaling,CellChatDB v1
PDGFB_PDGFRB,PDGF,PDGFB,PDGFRB,,SPARC,,,Secreted Signaling,CellChatDB v1
PDGFC_PDGFRA,PDGF,PDGFC,PDGFRA,,SPARC,,,Secreted Signaling,CellChatDB v1
PDGFD_PDGFRB,PDGF,PDGFD,PDGFRB,,SPARC,,,Secreted Signaling,CellChatDB v1
VEGFA_VEGFR1,VEGF,VEGFA,FLT1,,,,,Secreted Signaling,CellChatDB v1
VEGFA_VEGFR2,VEGF,VEGFA,KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
VEGFB_VEGFR1,VEGF,VEGFB,FLT1,,,,,Secreted Signaling,CellChatDB v1
VEGFC_VEGFR3,VEGF,VEGFC,FLT4,,,,,Secreted Signaling,CellChatDB v1
VEGFC_VEGFR2,VEGF,VEGFC,KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
VEGFD_VEGFR3,VEGF,VEGFD,FLT4,,,,,Secreted Signaling,CellChatDB v1
VEGFD_VEGFR2,VEGF,VEGFD,KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
PGF_VEGFR1,VEGF,PGF,FLT1,,,,,Secreted Signaling,CellChatDB v1
VEGFA_VEGFR1R2,VEGF,VEGFA,FLT1;KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
VEGFC_VEGFR2R3,VEGF,VEGFC,FLT4;KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
VEGFD_VEGFR2R3,VEGF,VEGFD,FLT4;KDR,,,NRP1;NRP2,,Secreted Signaling,CellChatDB v1
IGF1_IGF1R,IGF,IGF1,IGF1R,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF2_IGF1R,IGF,IGF2,IGF1R,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF2_IGF2R,IGF,IGF2,IGF2R,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF1_ITGAV_ITGB3,IGF,IGF1,ITGAV;ITGB3,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF1_ITGA6_ITGB4,IGF,IGF1,ITGA6;ITGB4,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF2_ITGAV_ITGB3,IGF,IGF2,ITGAV;ITGB3,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGF2_ITGA6_ITGB4,IGF,IGF2,ITGA6;ITGB4,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
IGFL3_IGFLR1,IGF,IGFL3,IGFLR1,,IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IGFBP6,,,Secreted Signaling,CellChatDB v1
INS_INSSR,INSULIN,INS,INSR,GPC4,,,PTPRF;ENPP1,Secreted Signaling,CellChatDB v1
APLN_APLNR,APELIN,APLN,APLNR,,,,,Secreted Signaling,CellChatDB v1
DHH_PTCH1,HH,DHH,PTCH1;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
IHH_PTCH1,HH,IHH,PTCH1;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
SHH_PTCH1,HH,SHH,PTCH1;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
DHH_PTCH2,HH,DHH,PTCH2;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
IHH_PTCH2,HH,IHH,PTCH2;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
SHH_PTCH2,HH,SHH,PTCH2;SMO,,,BOC;GAS1;LRP2;CDON,HHIP,Secreted Signaling,CellChatDB v1
CCL5_CCR1,CCL,CCL5,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL3_CCR1,CCL,CCL3,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL3L1_CCR1,CCL,CCL3L1,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL3L3_CCR1,CCL,CCL3L3,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR1,CCL,CCL8,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR1,CCL,CCL7,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL13_CCR1,CCL,CCL13,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL14_CCR1,CCL,CCL14,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL15_CCR1,CCL,CCL15,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL16_CCR1,CCL,CCL16,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL23_CCR1,CCL,CCL23,CCR1,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR2,CCL,CCL8,CCR2,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR2,CCL,CCL7,CCR2,,,,,Secreted Signaling,CellChatDB v1
CCL2_CCR2,CCL,CCL2,CCR2,,,,,Secreted Signaling,CellChatDB v1
CCL27_CCR2,CCL,CCL27,CCR2,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR3,CCL,CCL5,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR3,CCL,CCL7,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL11_CCR3,CCL,CCL11,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL24_CCR3,CCL,CCL24,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL26_CCR3,CCL,CCL26,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL28_CCR3,CCL,CCL28,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL27_CCR3,CCL,CCL27,CCR3,,,,,Secreted Signaling,CellChatDB v1
CCL17_CCR4,CCL,CCL17,CCR4,,,,,Secreted Signaling,CellChatDB v1
CCL22_CCR4,CCL,CCL22,CCR4,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR4,CCL,CCL5,CCR4,,,,,Secreted Signaling,CellChatDB v1
CCL4_CCR5,CCL,CCL4,CCR5,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR5,CCL,CCL5,CCR5,,,,,Secreted Signaling,CellChatDB v1
CCL3_CCR5,CCL,CCL3,CCR5,,,,,Secreted Signaling,CellChatDB v1
CCL20_CCR6,CCL,CCL20,CCR6,,,,,Secreted Signaling,CellChatDB v1
CCL19_CCR7,CCL,CCL19,CCR7,,,,,Secreted Signaling,CellChatDB v1
CCL21_CCR7,CCL,CCL21,CCR7,,,,,Secreted Signaling,CellChatDB v1
CCL19_ACKR4,CCL,CCL19,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL21_ACKR4,CCL,CCL21,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL1_CCR8,CCL,CCL1,CCR8,,,,,Secreted Signaling,CellChatDB v1
CCL25_CCR9,CCL,CCL25,CCR9,,,,,Secreted Signaling,CellChatDB v1
CCL25_ACKR4,CCL,CCL25,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL28_CCR10,CCL,CCL28,CCR10,,,,,Secreted Signaling,CellChatDB v1
CCL27_CCR10,CCL,CCL27,CCR10,,,,,Secreted Signaling,CellChatDB v1
CCL1_ACKR4,CCL,CCL1,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL13_ACKR4,CCL,CCL13,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL8_ACKR4,CCL,CCL8,ACKR4,,,,,Secreted Signaling,CellChatDB v1
CCL1_ACKR1,CCL,CCL1,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL2_ACKR1,CCL,CCL2,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL5_ACKR1,CCL,CCL5,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL8_ACKR1,CCL,CCL8,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL13_ACKR1,CCL,CCL13,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL14_ACKR1,CCL,CCL14,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL16_ACKR1,CCL,CCL16,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL18_ACKR1,CCL,CCL18,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL1_ACKR1,CXCL,CXCL1,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL2_ACKR1,CXCL,CXCL2,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL3_ACKR1,CXCL,CXCL3,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL5_ACKR1,CXCL,CXCL5,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL6_ACKR1,CXCL,CXCL6,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL8_ACKR1,CXCL,CXCL8,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL9_ACKR1,CXCL,CXCL9,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL10_ACKR1,CXCL,CXCL10,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL11_ACKR1,CXCL,CXCL11,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CXCL13_ACKR1,CXCL,CXCL13,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL2_ACKR2,CCL,CCL2,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL3_ACKR2,CCL,CCL3,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL3L1_ACKR2,CCL,CCL3L1,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL4_ACKR2,CCL,CCL4,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL5_ACKR2,CCL,CCL5,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL7_ACKR2,CCL,CCL7,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL8_ACKR2,CCL,CCL8,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL7_ACKR1,CCL,CCL7,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL11_ACKR1,CCL,CCL11,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL11_ACKR2,CCL,CCL11,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL13_ACKR2,CCL,CCL13,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL22_ACKR2,CCL,CCL22,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL24_ACKR2,CCL,CCL24,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL26_ACKR2,CCL,CCL26,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL17_ACKR1,CCL,CCL17,ACKR1,,,,,Secreted Signaling,CellChatDB v1
CCL14_ACKR2,CCL,CCL14,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CCL17_ACKR2,CCL,CCL17,ACKR2,,,,,Secreted Signaling,CellChatDB v1
CXCL1_CXCR1,CXCL,CXCL1,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL2_CXCR1,CXCL,CXCL2,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL3_CXCR1,CXCL,CXCL3,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL5_CXCR1,CXCL,CXCL5,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL6_CXCR1,CXCL,CXCL6,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL8_CXCR1,CXCL,CXCL8,CXCR1,,,,,Secreted Signaling,CellChatDB v1
CXCL1_CXCR2,CXCL,CXCL1,CXCR2,,,,,Secreted Signaling,CellChatDB v1
CXCL2_CXCR2,CXCL,CXCL2,CXCR2,,,,,Secreted Signaling,CellChatDB v1
CXCL3_CXCR2,CXCL,CXCL3,CXCR2,,,,,Secreted Signaling,CellChatDB v1
CXCL5_CXCR2,CXCL,CXCL5,CXCR2,,,,,Secreted Signaling,CellChatDB v1
CXCL6_CXCR2,CXCL,CXCL6,CXCR2,,,,,Secreted Signaling,CellChatDB v1
CXCL8_CXCR2,CXCL,CXCL8,CXCR2,,,,,Secreted Signaling,CellChatDB v1
PPBP_CXCR2,CXCL,PPBP,CXCR2,,,,,Secreted Signaling,CellChatDB v1
PF4V1_CXCR3,CXCL,PF4V1,CXCR3,,,,,Secreted Signaling,CellChatDB v1
CXCL9_CXCR3,CXCL,CXCL9,CXCR3,,,,,Secreted Signaling,CellChatDB v1
CXCL10_CXCR3,CXCL,CXCL10,CXCR3,,,,,Secreted Signaling,CellChatDB v1
CXCL11_CXCR3,CXCL,CXCL11,CXCR3,,,,,Secreted Signaling,CellChatDB v1
CXCL13_CXCR3,CXCL,CXCL13,CXCR3,,,,,Secreted Signaling,CellChatDB v1
PF4_CXCR3,CXCL,PF4,CXCR3,,,,,Secreted Signaling,CellChatDB v1
CXCL12_CXCR4,CXCL,CXCL12,CXCR4,,,,,Secreted Signaling,CellChatDB v1
CXCL11_ACKR3,CXCL,CXCL11,ACKR3,,,,,Secreted Signaling,CellChatDB v1
CXCL12_ACKR3,CXCL,CXCL12,ACKR3,,,,,Secreted Signaling,CellChatDB v1
CXCL13_CXCR5,CXCL,CXCL13,CXCR5,,,,,Secreted Signaling,CellChatDB v1
CXCL16_CXCR6,CXCL,CXCL16,CXCR6,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CXCR4,MIF,MIF,CD74;CXCR4,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CD44,MIF,MIF,CD74;CD44,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CXCR2,MIF,MIF,CD74;CXCR2,,,,,Secreted Signaling,CellChatDB v1
MIF_ACKR3,MIF,MIF,ACKR3,,,,,Secreted Signaling,CellChatDB v1
CX3CL1_CX3CR1,CX3C,CX3CL1,CX3CR1,,,,,Secreted Signaling,CellChatDB v1
XCL1_XCR1,XCR,XCL1,XCR1,,,,,Secreted Signaling,CellChatDB v1
XCL2_XCR1,XCR,XCL2,XCR1,,,,,Secreted Signaling,CellChatDB v1
IL2_IL2RA_IL2RB,IL2,IL2,IL2RA;IL2RB;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL2_IL2RB_IL2RG,IL2,IL2,IL2RB;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL2RG,IL2,IL4,IL4R;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL7_IL7R_IL2RG,IL2,IL7,IL7R;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL9_IL9R_IL2RG,IL2,IL9,IL9R;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL15_IL15RA_IL2RB,IL2,IL15,IL15RA;IL2RB;IL2RG,,,,,Secreted Signaling,CellChatDB v1
IL21_IL21R_IL2RG,IL2,IL21,IL21R;IL2RG,,,,,Secreted Signaling,CellChatDB v1
TSLP_IL7R_CRLF2,IL2,TSLP,IL7R;CRLF2,,,,,Secreted Signaling,CellChatDB v1
IL3_IL3RA_CSF2RB,IL4,IL3,IL3RA;CSF2RB,,,,,Secreted Signaling,CellChatDB v1
IL5_IL5RA_CSF2RB,IL4,IL5,IL5RA;CSF2RB,,,,,Secreted Signaling,CellChatDB v1
CSF2_CSF2RA_CSF2RB,IL4,CSF2,CSF2RA;CSF2RB,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R,IL4,IL4,IL4R,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL13RA1,IL4,IL4,IL4R;IL13RA1,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL13RA2,IL4,IL4,IL4R;IL13RA2,,,,,Secreted Signaling,CellChatDB v1
IL13_IL4R_IL13RA1,IL4,IL13,IL4R;IL13RA1,,,,,Secreted Signaling,CellChatDB v1
IL13_IL4R_IL13RA2,IL4,IL13,IL4R;IL13RA2,,,,,Secreted Signaling,CellChatDB v1
IL13_IL13RA1,IL4,IL13,IL13RA1,,,,,Secreted Signaling,CellChatDB v1
IL13_IL13RA2,IL4,IL13,IL13RA2,,,,,Secreted Signaling,CellChatDB v1
IL6_IL6R_IL6ST,IL6,IL6,IL6R;IL6ST,,,,,Secreted Signaling,CellChatDB v1
IL11_IL11RA_IL6ST,IL6,IL11,IL11RA;IL6ST,,,,,Secreted Signaling,CellChatDB v1
IL12B_IL12RB1_IL12RB2,IL12,IL12A;IL12B,IL12RB1;IL12RB2,,,,,Secreted Signaling,CellChatDB v1
IL23A_IL23R_IL12RB1,IL12,IL12B;IL23A,IL23R;IL12RB1,,,,,Secreted Signaling,CellChatDB v1
EBI3_IL27RA_IL6ST,IL12,IL27;EBI3,IL27RA;IL6ST,,,,,Secreted Signaling,CellChatDB v1
IL31_IL31RA_OSMR,IL6,IL31,IL31RA;OSMR,,,,,Secreted Signaling,CellChatDB v1
CNTF_CNTFR_LIFR,LIFR,CNTF,CNTFR;LIFR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
CLCF1_CNTFR_LIFR,LIFR,CLCF1,CNTFR;LIFR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
CTF1_LIFR_IL6ST,LIFR,CTF1,LIFR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
LIF_LIFR_IL6ST,LIFR,LIF,LIFR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
OSM_LIFR_IL6ST,OSM,OSM,LIFR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
OSM_OSMR_IL6ST,OSM,OSM,OSMR;IL6ST,,,,,Secreted Signaling,CellChatDB v1
IL10_IL10RA_IL10RB,IL10,IL10,IL10RA;IL10RB,,,,,Secreted Signaling,CellChatDB v1
IL19_IL20RA_IL20RB,IL10,IL19,IL20RA;IL20RB,,,,,Secreted Signaling,CellChatDB v1
IL20_IL20RA_IL20RB,IL10,IL20,IL20RA;IL20RB,,,,,Secreted Signaling,CellChatDB v1
IL24_IL20RA_IL20RB,IL10,IL24,IL20RA;IL20RB,,,,,Secreted Signaling,CellChatDB v1
IL20_IL22RA1_IL20RB,IL10,IL20,IL22RA1;IL20RB,,,,,Secreted Signaling,CellChatDB v1
IL24_IL22RA1_IL20RB,IL10,IL24,IL22RA1;IL20RB,,,,,Secreted Signaling,CellChatDB v1
IL22_IL22RA1_IL10RB,IL10,IL22,IL22RA1;IL10RB,,,,,Secreted Signaling,CellChatDB v1
IL26_IL20RA_IL10RB,IL10,IL26,IL20RA;IL10RB,,,,,Secreted Signaling,CellChatDB v1
IL1A_IL1R1_IL1RAP,IL1,IL1A,IL1R1;IL1RAP,,IL1RN,,,Secreted Signaling,CellChatDB v1
IL1B_IL1R1_IL1RAP,IL1,IL1B,IL1R1;IL1RAP,,IL1RN,,,Secreted Signaling,CellChatDB v1
IL1A_IL1R2,IL1,IL1A,IL1R2,,,,,Secreted Signaling,CellChatDB v1
IL1B_IL1R2,IL1,IL1B,IL1R2,,,,,Secreted Signaling,CellChatDB v1
IL1F6_IL1RL2_IL1RAP,IL1,IL36A,IL1RL2;IL1RAP,,IL36RN,,,Secreted Signaling,CellChatDB v1
IL1F8_IL1RL2_IL1RAP,IL1,IL36B,IL1RL2;IL1RAP,,IL36RN,,,Secreted Signaling,CellChatDB v1
IL1F9_IL1RL2_IL1RAP,IL1,IL36G,IL1RL2;IL1RAP,,IL36RN,,,Secreted Signaling,CellChatDB v1
IL1F10_IL1RL2_IL1RAP,IL1,IL1F10,IL1RL2;IL1RAP,,,,,Secreted Signaling,CellChatDB v1
IL37_IL18R1_IL18RAP,IL1,IL37,IL18R1;IL18RAP,,,,,Secreted Signaling,CellChatDB v1
IL18_IL18R1_IL18RAP,IL1,IL18,IL18R1;IL18RAP,,,,,Secreted Signaling,CellChatDB v1
IL33_IL1RL1_IL1RAP,IL1,IL33,IL1RL1;IL1RAP,,,,,Secreted Signaling,CellChatDB v1
IL17A_IL17RA_IL17RC,IL17,IL17A,IL17RA;IL17RC,,,,,Secreted Signaling,CellChatDB v1
IL17F_IL17RA_IL17RC,IL17,IL17F,IL17RA;IL17RC,,,,,Secreted Signaling,CellChatDB v1
IL17AF_IL17RA_IL17RC,IL17,IL17A;IL17F,IL17RA;IL17RC,,,,,Secreted Signaling,CellChatDB v1
IL17B_IL17RB,IL17,IL17B,IL17RB,,,,,Secreted Signaling,CellChatDB v1
IL17C_IL17RA_IL17RE,IL17,IL17C,IL17RA;IL17RE,,,,,Secreted Signaling,CellChatDB v1
IL25_IL17RA_IL17RB,IL17,IL25,IL17RA;IL17RB,,,,,Secreted Signaling,CellChatDB v1
IL34_CSF1R,CSF,IL34,CSF1R,,,,,Secreted Signaling,CellChatDB v1
CSF1_CSF1R,CSF,CSF1,CSF1R,,,,,Secreted Signaling,CellChatDB v1
IL16_CD4,IL16,IL16,CD4,,,,,Secreted Signaling,CellChatDB v1
EPO_EPOR,EPO,EPO,EPOR,,,,,Secreted Signaling,CellChatDB v1
GH1_GHR,GH,GH1,GHR,,,,,Secreted Signaling,CellChatDB v1
PRL_PRLR,PRL,PRL,PRLR,,,,,Secreted Signaling,CellChatDB v1
THPO_MPL,THPO,THPO,MPL,,,,,Secreted Signaling,CellChatDB v1
CSF3_CSF3R,CSF3,CSF3,CSF3R,,,,,Secreted Signaling,CellChatDB v1
IFNB1_IFNAR1_IFNAR2,IFN-I,IFNB1,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNW1_IFNAR1_IFNAR2,IFN-I,IFNW1,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNK_IFNAR1_IFNAR2,IFN-I,IFNK,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNE_IFNAR1_IFNAR2,IFN-I,IFNE,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA1_IFNAR1_IFNAR2,IFN-I,IFNA1,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA2_IFNAR1_IFNAR2,IFN-I,IFNA2,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA4_IFNAR1_IFNAR2,IFN-I,IFNA4,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA5_IFNAR1_IFNAR2,IFN-I,IFNA5,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA6_IFNAR1_IFNAR2,IFN-I,IFNA6,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA7_IFNAR1_IFNAR2,IFN-I,IFNA7,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA8_IFNAR1_IFNAR2,IFN-I,IFNA8,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA9_IFNAR1_IFNAR2,IFN-I,IFNA10,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA10_IFNAR1_IFNAR2,IFN-I,IFNA13,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA14_IFNAR1_IFNAR2,IFN-I,IFNA14,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA16_IFNAR1_IFNAR2,IFN-I,IFNA16,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA17_IFNAR1_IFNAR2,IFN-I,IFNA17,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNA21_IFNAR1_IFNAR2,IFN-I,IFNA21,IFNAR1;IFNAR2,,,,,Secreted Signaling,CellChatDB v1
IFNG_IFNGR1_IFNGR2,IFN-II,IFNG,IFNGR1;IFNGR2,,,,,Secreted Signaling,CellChatDB v1
TNF_TNFRSF1A,TNF,TNF,TNFRSF1A,,,,,Secreted Signaling,CellChatDB v1
TNF_TNFRSF1B,TNF,TNF,TNFRSF1B,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF1A,LT,LTA,TNFRSF1A,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF1B,LT,LTA,TNFRSF1B,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF14,LT,LTA,TNFRSF14,,,,,Secreted Signaling,CellChatDB v1
LTA_LTB_LTBR,LT,LTA;LTB,LTBR,,,,,Secreted Signaling,CellChatDB v1
TNFSF14_LTBR,LIGHT,TNFSF14,LTBR,,,,,Secreted Signaling,CellChatDB v1
TNFSF14_TNFRSF14,LIGHT,TNFSF14,TNFRSF14,,,,,Secreted Signaling,CellChatDB v1
FASL_FAS,FASLG,FASLG,FAS,,,,,Secreted Signaling,CellChatDB v1
TNFSF15_TNFRSF25,VEGI,TNFSF15,TNFRSF25,,,,,Secreted Signaling,CellChatDB v1
TNFSF10_TNFRSF10B,TRAIL,TNFSF10,TNFRSF10A,,,,,Secreted Signaling,CellChatDB v1
